City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal
Los Angeles,1984,Weightlifting,Weightlifting,"90 - 100kg, total (first-heavyweight)","GROAPA, Vasile",Men,ROU,Romania,M,Silver
Los Angeles,1984,Weightlifting,Weightlifting,"67.5 - 75kg, total (middleweight)","DEMERS, Jacques",Men,CAN,Canada,M,Silver
Los Angeles,1984,Weightlifting,Weightlifting,"75 - 82.5kg, total (light-heavyweight)","ISAOKA, Ryoji",Men,JPN,Japan,M,Bronze
Los Angeles,1984,Weightlifting,Weightlifting,"56 - 60kg, total (featherweight)","CHEN, Wei-Qiang",Men,CHN,China,M,Gold
Los Angeles,1984,Weightlifting,Weightlifting,"82.5 - 90kg, total (middle-heavyweight)","PETRE, Dumitru",Men,ROU,Romania,M,Silver
Los Angeles,1984,Weightlifting,Weightlifting,"- 56kg, total (bantamweight)","WU, Shu-De",Men,CHN,China,M,Gold
Los Angeles,1984,Weightlifting,Weightlifting,"100 - 110kg, total (heavyweight)","TASNADI, Stefan",Men,ROU,Romania,M,Silver
Los Angeles,1984,Weightlifting,Weightlifting,"- 56kg, total (bantamweight)","KOTAKA, Masahiro",Men,JPN,Japan,M,Bronze
Los Angeles,1984,Weightlifting,Weightlifting,"- 52kg, total (flyweight)","ZHOU, Pei-Shun",Men,CHN,China,M,Silver
Los Angeles,1984,Weightlifting,Weightlifting,"75 - 82.5kg, total (light-heavyweight)","BECHERU, Petre",Men,ROU,Romania,M,Gold
Los Angeles,1984,Weightlifting,Weightlifting,"+ 110kg, total (super heavyweight)","NERLINGER, Manfred",Men,FRG,West Germany,M,Bronze
Los Angeles,1984,Weightlifting,Weightlifting,"56 - 60kg, total (featherweight)","RADU, Gelu",Men,ROU,Romania,M,Silver
Los Angeles,1984,Weightlifting,Weightlifting,"60 - 67.5kg, total (lightweight)","GRONMAN, Jouni Johannes",Men,FIN,Finland,M,Bronze
Los Angeles,1984,Weightlifting,Weightlifting,"56 - 60kg, total (featherweight)","TSAI, Wen-Yee",Men,TPE,Taiwan,M,Bronze
Los Angeles,1984,Weightlifting,Weightlifting,"82.5 - 90kg, total (middle-heavyweight)","VLAD, Nicu",Men,ROU,Romania,M,Gold
Los Angeles,1984,Weightlifting,Weightlifting,"+ 110kg, total (super heavyweight)","MARTINEZ, Mario",Men,USA,United States,M,Silver
Los Angeles,1984,Weightlifting,Weightlifting,"100 - 110kg, total (heavyweight)","OBERBURGER, Norberto",Men,ITA,Italy,M,Gold
Los Angeles,1984,Weightlifting,Weightlifting,"- 52kg, total (flyweight)","MANABE, Kazushito",Men,JPN,Japan,M,Bronze
Los Angeles,1984,Weightlifting,Weightlifting,"67.5 - 75kg, total (middleweight)","RADSCHINSKY, Karl-Heinz",Men,FRG,West Germany,M,Gold
Los Angeles,1984,Weightlifting,Weightlifting,"90 - 100kg, total (first-heavyweight)","NIEMI, Pekka",Men,FIN,Finland,M,Bronze
Los Angeles,1984,Weightlifting,Weightlifting,"- 52kg, total (flyweight)","ZENG, Guo-Qiang",Men,CHN,China,M,Gold
Los Angeles,1984,Weightlifting,Weightlifting,"- 56kg, total (bantamweight)","LAI, Run-Ming",Men,CHN,China,M,Silver
Los Angeles,1984,Weightlifting,Weightlifting,"60 - 67.5kg, total (lightweight)","YAO, Jing-Yuan",Men,CHN,China,M,Gold
Los Angeles,1984,Weightlifting,Weightlifting,"+ 110kg, total (super heavyweight)","LUKIN, Dinko",Men,AUS,Australia,M,Gold
Los Angeles,1984,Weightlifting,Weightlifting,"75 - 82.5kg, total (light-heavyweight)","KABBAS, Robert",Men,AUS,Australia,M,Silver
Los Angeles,1984,Wrestling,Wrestling Free.,90 - 100kg (heavyweight),"ATIYEH, Josep",Men,SYR,Syria,M,Silver
Los Angeles,1984,Wrestling,Wrestling Free.,57 - 62kg (featherweight),"LEE, Jung-Keun",Men,KOR,"Korea, South",M,Bronze
Los Angeles,1984,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),"BANACH, Edward Joseph",Men,USA,United States,M,Gold
Los Angeles,1984,Wrestling,Wrestling Free.,68 - 74kg (welterweight),"SEJDI, Saban",Men,YUG,Yugoslavia,M,Bronze
Los Angeles,1984,Wrestling,Wrestling Free.,48 - 52kg (flyweight),"TAKADA, Yuji",Men,JPN,Japan,M,Bronze
Los Angeles,1984,Wrestling,Wrestling Free.,- 48kg (light-flyweight),"WEAVER, Robert Brooks",Men,USA,United States,M,Gold
Los Angeles,1984,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),"OTA, Akira",Men,JPN,Japan,M,Silver
Los Angeles,1984,Wrestling,Wrestling Free.,62 - 68kg (lightweight),"RAUHALA, Jukka",Men,FIN,Finland,M,Bronze
Los Angeles,1984,Wrestling,Wrestling Free.,57 - 62kg (featherweight),"AKAISHI, Kosei",Men,JPN,Japan,M,Silver
Los Angeles,1984,Wrestling,Wrestling Free.,+ 100kg (super heavyweight),"BAUMGARTNER, Bruce Robert",Men,USA,United States,M,Gold
Los Angeles,1984,Wrestling,Wrestling Free.,52 - 57kg (bantamweight),"TOMIYAMA, Hideaki",Men,JPN,Japan,M,Gold
Los Angeles,1984,Wrestling,Wrestling Free.,52 - 57kg (bantamweight),"KIM, Eui-Kon",Men,KOR,"Korea, South",M,Bronze
Los Angeles,1984,Wrestling,Wrestling Free.,62 - 68kg (lightweight),"YOU, In-Tak",Men,KOR,"Korea, South",M,Gold
Los Angeles,1984,Wrestling,Wrestling Free.,68 - 74kg (welterweight),"SCHULTZ, David Leslie",Men,USA,United States,M,Gold
Los Angeles,1984,Wrestling,Wrestling Free.,+ 100kg (super heavyweight),"MOLLE, Robert",Men,CAN,Canada,M,Silver
Los Angeles,1984,Wrestling,Wrestling Free.,74 - 82kg (middleweight),"NAGASHIMA, Hideyuki",Men,JPN,Japan,M,Silver
Los Angeles,1984,Wrestling,Wrestling Free.,48 - 52kg (flyweight),"KIM, Jong-Kyu",Men,KOR,"Korea, South",M,Silver
Los Angeles,1984,Wrestling,Wrestling Free.,57 - 62kg (featherweight),"LEWIS, Randall Scott",Men,USA,United States,M,Gold
Los Angeles,1984,Wrestling,Wrestling Free.,- 48kg (light-flyweight),"SON, Gab-Do",Men,KOR,"Korea, South",M,Bronze
Los Angeles,1984,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),"LOBAN, Noel",Men,GBR,United Kingdom,M,Bronze
Los Angeles,1984,Wrestling,Wrestling Free.,62 - 68kg (lightweight),"REIN, Andrew Roland",Men,USA,United States,M,Silver
Los Angeles,1984,Wrestling,Wrestling Free.,74 - 82kg (middleweight),"RINKE, Christopher",Men,CAN,Canada,M,Bronze
Los Angeles,1984,Wrestling,Wrestling Free.,90 - 100kg (heavyweight),"PUSCASU, Vasile",Men,ROU,Romania,M,Bronze
Los Angeles,1984,Wrestling,Wrestling Free.,48 - 52kg (flyweight),"TRSTENA, Saban",Men,YUG,Yugoslavia,M,Gold
Los Angeles,1984,Wrestling,Wrestling Free.,74 - 82kg (middleweight),"SCHULTZ, Mark Philip",Men,USA,United States,M,Gold
Los Angeles,1984,Wrestling,Wrestling Free.,- 48kg (light-flyweight),"IRIE, Takashi",Men,JPN,Japan,M,Silver
Los Angeles,1984,Wrestling,Wrestling Free.,68 - 74kg (welterweight),"KNOSP, Martin",Men,FRG,West Germany,M,Silver
Los Angeles,1984,Wrestling,Wrestling Free.,90 - 100kg (heavyweight),"BANACH, Louis David",Men,USA,United States,M,Gold
Los Angeles,1984,Wrestling,Wrestling Free.,52 - 57kg (bantamweight),"DAVIS, Barry Alan",Men,USA,United States,M,Silver
Los Angeles,1984,Wrestling,Wrestling Free.,+ 100kg (super heavyweight),"TASKIN, Ayhan",Men,TUR,Turkey,M,Bronze
Los Angeles,1984,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),"GIBSON, Gregory P.",Men,USA,United States,M,Silver
Los Angeles,1984,Wrestling,Wrestling Gre-R,+ 100kg (super heavyweight),"MEMISEVIC, Refik",Men,YUG,Yugoslavia,M,Silver
Los Angeles,1984,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),"THANOPOULOS, Demetrios",Men,GRE,Greece,M,Silver
Los Angeles,1984,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),"DRAICA, Ion",Men,ROU,Romania,M,Gold
Los Angeles,1984,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),"ETO, Masaki",Men,JPN,Japan,M,Silver
Los Angeles,1984,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),"SIPILA, Tapio",Men,FIN,Finland,M,Silver
Los Angeles,1984,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),"TERTELIJE, Jozef",Men,YUG,Yugoslavia,M,Bronze
Los Angeles,1984,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),"MAENZA, Vincenzo",Men,ITA,Italy,M,Gold
Los Angeles,1984,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),"SAITO, Ikuzo",Men,JPN,Japan,M,Bronze
Los Angeles,1984,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),"SCHERER, Markus",Men,FRG,West Germany,M,Silver
Los Angeles,1984,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),"TALLROTH, Roger",Men,SWE,Sweden,M,Silver
Los Angeles,1984,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),"ACEVES, Daniel",Men,MEX,Mexico,M,Silver
Los Angeles,1984,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),"SALOMAKI, Jouko",Men,FIN,Finland,M,Gold
Los Angeles,1984,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),"LISJAK, Vlado",Men,YUG,Yugoslavia,M,Gold
Los Angeles,1984,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),"ANDERSSON, Frank",Men,SWE,Sweden,M,Bronze
Los Angeles,1984,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),"RUSU, Stefan",Men,ROU,Romania,M,Bronze
Los Angeles,1984,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),"MATEI, Ilie",Men,ROU,Romania,M,Silver
Los Angeles,1984,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),"MIYAHARA, Atsuji",Men,JPN,Japan,M,Gold
Los Angeles,1984,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),"ANDREI, Vasile",Men,ROU,Romania,M,Gold
Los Angeles,1984,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),"CLAESON, Soren",Men,SWE,Sweden,M,Bronze
Los Angeles,1984,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),"DIETSCHE, Hugo",Men,SUI,Switzerland,M,Bronze
Los Angeles,1984,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),"MARTINEZ, James Michael",Men,USA,United States,M,Bronze
Los Angeles,1984,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),"HOLIDIS, Charalambos",Men,GRE,Greece,M,Bronze
Los Angeles,1984,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),"BANG, Dae-Du",Men,KOR,"Korea, South",M,Bronze
Los Angeles,1984,Wrestling,Wrestling Gre-R,+ 100kg (super heavyweight),"DOLIPSCHI, Victor",Men,ROU,Romania,M,Bronze
Los Angeles,1984,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),"KIM, Weon-Kee",Men,KOR,"Korea, South",M,Gold
Los Angeles,1984,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),"FRASER, Steven Howard",Men,USA,United States,M,Gold
Los Angeles,1984,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),"PASSARELLI, Pasquale",Men,FRG,West Germany,M,Gold
Los Angeles,1984,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),"JOHANSSON, Kent-Olle",Men,SWE,Sweden,M,Silver
Los Angeles,1984,Wrestling,Wrestling Gre-R,+ 100kg (super heavyweight),"BLATNICK, Jeffrey Carl",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Diving,3m springboard,"TAN, Liang-De",Men,CHN,China,M,Silver
Seoul,1988,Aquatics,Diving,3m springboard,"GAO, Min",Women,CHN,China,W,Gold
Seoul,1988,Aquatics,Diving,10m platform,"MENA CAMPOS, Jesus",Men,MEX,Mexico,M,Bronze
Seoul,1988,Aquatics,Diving,3m springboard,"LI, De-Liang",Men,CHN,China,M,Bronze
Seoul,1988,Aquatics,Diving,3m springboard,"MCCORMICK, Kelly Anne",Women,USA,United States,W,Bronze
Seoul,1988,Aquatics,Diving,10m platform,"XU, Yan-Mei",Women,CHN,China,W,Gold
Seoul,1988,Aquatics,Diving,3m springboard,"LI, Qing",Women,CHN,China,W,Silver
Seoul,1988,Aquatics,Diving,3m springboard,"LOUGANIS, Gregory",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Diving,10m platform,"XIONG, Ni",Men,CHN,China,M,Silver
Seoul,1988,Aquatics,Diving,10m platform,"MITCHELL, Michele",Women,USA,United States,W,Silver
Seoul,1988,Aquatics,Diving,10m platform,"WYLAND-WILLIAMS, Wendy Lian",Women,USA,United States,W,Bronze
Seoul,1988,Aquatics,Diving,10m platform,"LOUGANIS, Gregory",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Swimming,200m backstroke,"EGERSZEGI, Krisztina",Women,HUN,Hungary,W,Gold
Seoul,1988,Aquatics,Swimming,1500m freestyle,"DASSLER, Uwe",Men,GDR,East Germany,M,Bronze
Seoul,1988,Aquatics,Swimming,200m individual medley,"LUNG, Noemi Ildiko",Women,ROU,Romania,W,Bronze
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"HIGSON, Allison Ann",Women,CAN,Canada,W,Bronze
Seoul,1988,Aquatics,Swimming,1500m freestyle,"SALNIKOV, Vladimir",Men,URS,Soviet Union,M,Gold
Seoul,1988,Aquatics,Swimming,800m freestyle,"EVANS, Janet",Women,USA,United States,W,Gold
Seoul,1988,Aquatics,Swimming,100m butterfly,"QIAN, Hong",Women,CHN,China,W,Bronze
Seoul,1988,Aquatics,Swimming,200m freestyle,"ARMSTRONG, Duncan John",Men,AUS,Australia,M,Gold
Seoul,1988,Aquatics,Swimming,400m individual medley,"LUNG, Noemi Ildiko",Women,ROU,Romania,W,Silver
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"MEISSNER, Katrin",Women,GDR,East Germany,W,Gold
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"JACOBS, Christopher Charles",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"BERKOFF, David Charles",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Swimming,200m breaststroke,"FRENKEVA, Antoaneta",Women,BUL,Bulgaria,W,Bronze
Seoul,1988,Aquatics,Swimming,400m freestyle,"DASSLER, Uwe",Men,GDR,East Germany,M,Gold
Seoul,1988,Aquatics,Swimming,200m breaststroke,"HUANG, Xiao-Min",Women,CHN,China,W,Silver
Seoul,1988,Aquatics,Swimming,800m freestyle,"MCDONALD, Julie",Women,AUS,Australia,W,Bronze
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"KREMER, Mitzi Patricia",Women,USA,United States,W,Bronze
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"FLEMMING, Thomas",Men,GDR,East Germany,M,Bronze
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"DALBEY, Troy",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Swimming,200m butterfly,"WEIGANG, Birte",Women,GDR,East Germany,W,Silver
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"MCFARLANE, Tracey",Women,USA,United States,W,Silver
Seoul,1988,Aquatics,Swimming,100m breaststroke,"MOORHOUSE, Adrian David",Men,GBR,United Kingdom,M,Gold
Seoul,1988,Aquatics,Swimming,4x200m freestyle relay,"GJERTSEN, Douglas S.",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Swimming,100m butterfly,"WEIGANG, Birte",Women,GDR,East Germany,W,Silver
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"TORRES, Dara",Women,USA,United States,W,Bronze
Seoul,1988,Aquatics,Swimming,4x200m freestyle relay,"FLEMMING, Thomas",Men,GDR,East Germany,M,Silver
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"YAROSHCHUK, Vadim",Men,URS,Soviet Union,M,Bronze
Seoul,1988,Aquatics,Swimming,4x200m freestyle relay,"DALBEY, Troy",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Swimming,100m backstroke,"SIRCH, Cornelia",Women,GDR,East Germany,W,Bronze
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"MITCHELL, Elizabeth",Women,USA,United States,W,Silver
Seoul,1988,Aquatics,Swimming,50m freestyle,"MEISSNER, Katrin",Women,GDR,East Germany,W,Bronze
Seoul,1988,Aquatics,Swimming,4x200m freestyle relay,"CETLINSKI, Matthew J.",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Swimming,400m individual medley,"WHARTON, David Lee",Men,USA,United States,M,Silver
Seoul,1988,Aquatics,Swimming,50m freestyle,"OTTO, Kristin",Women,GDR,East Germany,W,Gold
Seoul,1988,Aquatics,Swimming,100m backstroke,"BERKOFF, David Charles",Men,USA,United States,M,Silver
Seoul,1988,Aquatics,Swimming,100m backstroke,"POLYANSKI, Igor",Men,URS,Soviet Union,M,Bronze
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"JORGENSEN, Janet Simone",Women,USA,United States,W,Silver
Seoul,1988,Aquatics,Swimming,100m freestyle,"OTTO, Kristin",Women,GDR,East Germany,W,Gold
Seoul,1988,Aquatics,Swimming,100m breaststroke,"GUTTLER, Karoly",Men,HUN,Hungary,M,Silver
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"MEAGHER, Mary T.",Women,USA,United States,W,Silver
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"TEWKSBURY, Mark",Men,CAN,Canada,M,Silver
Seoul,1988,Aquatics,Swimming,4x200m freestyle relay,"HENKEL, Rainer",Men,FRG,West Germany,M,Bronze
Seoul,1988,Aquatics,Swimming,100m breaststroke,"FRENKEVA, Antoaneta",Women,BUL,Bulgaria,W,Silver
Seoul,1988,Aquatics,Swimming,100m backstroke,"SUZUKI, Daichi",Men,JPN,Japan,M,Gold
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"HÖRNER, Silke",Women,GDR,East Germany,W,Gold
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"MUIS, Mildred",Women,NED,Netherlands,W,Silver
Seoul,1988,Aquatics,Swimming,4x200m freestyle relay,"FAHRNER, Thomas",Men,FRG,West Germany,M,Bronze
Seoul,1988,Aquatics,Swimming,4x200m freestyle relay,"ZESNER, Steffen",Men,GDR,East Germany,M,Silver
Seoul,1988,Aquatics,Swimming,1500m freestyle,"PFEIFFER, Stefan",Men,FRG,West Germany,M,Silver
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"WAYTE, Mary Alice",Women,USA,United States,W,Silver
Seoul,1988,Aquatics,Swimming,100m freestyle,"BIONDI, Matthew",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"BASHKATOV, Juri",Men,URS,Soviet Union,M,Silver
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"WALKER, Laura Anne",Women,USA,United States,W,Bronze
Seoul,1988,Aquatics,Swimming,4x200m freestyle relay,"LODZIEWSKI, Sven",Men,GDR,East Germany,M,Silver
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"TORRES, Dara",Women,USA,United States,W,Silver
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"VOLKOV, Dmitri",Men,URS,Soviet Union,M,Bronze
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"POLYANSKI, Igor",Men,URS,Soviet Union,M,Bronze
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"PRIGODA, Guennadi",Men,URS,Soviet Union,M,Silver
Seoul,1988,Aquatics,Swimming,200m butterfly,"NORD, Kathleen",Women,GDR,East Germany,W,Gold
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"ZESNER, Steffen",Men,GDR,East Germany,M,Bronze
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"OTTO, Kristin",Women,GDR,East Germany,W,Gold
Seoul,1988,Aquatics,Swimming,100m backstroke,"EGERSZEGI, Krisztina",Women,HUN,Hungary,W,Silver
Seoul,1988,Aquatics,Swimming,800m freestyle,"STRAUSS, Astrid",Women,GDR,East Germany,W,Silver
Seoul,1988,Aquatics,Swimming,100m butterfly,"JAMESON, Andrew Dasvid",Men,GBR,United Kingdom,M,Bronze
Seoul,1988,Aquatics,Swimming,4x200m freestyle relay,"GROSS, Michael",Men,FRG,West Germany,M,Bronze
Seoul,1988,Aquatics,Swimming,100m freestyle,"PLEWINSKI, Catherine",Women,FRA,France,W,Bronze
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"BIONDI, Matthew",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"JACOBS, Christopher Charles",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Swimming,50m freestyle,"BIONDI, Matthew",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Swimming,50m freestyle,"PRIGODA, Guennadi",Men,URS,Soviet Union,M,Bronze
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"HINNEBURG, Lars",Men,GDR,East Germany,M,Bronze
Seoul,1988,Aquatics,Swimming,200m butterfly,"NIELSEN, Benny Leo",Men,DEN,Denmark,M,Silver
Seoul,1988,Aquatics,Swimming,400m freestyle,"MÖHRING, Anke",Women,GDR,East Germany,W,Bronze
Seoul,1988,Aquatics,Swimming,200m freestyle,"FRIEDRICH, Heike",Women,GDR,East Germany,W,Gold
Seoul,1988,Aquatics,Swimming,400m freestyle,"ARMSTRONG, Duncan John",Men,AUS,Australia,M,Silver
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"SCHROEDER, Richard Alan",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Swimming,200m backstroke,"KINGSMAN, Paul",Men,NZL,New Zealand,M,Bronze
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"HUNGER, Daniela",Women,GDR,East Germany,W,Gold
Seoul,1988,Aquatics,Swimming,400m individual medley,"DARNYI, Tamas",Men,HUN,Hungary,M,Gold
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"NUGENT, Andrea",Women,CAN,Canada,W,Bronze
Seoul,1988,Aquatics,Swimming,200m breaststroke,"HÖRNER, Silke",Women,GDR,East Germany,W,Gold
Seoul,1988,Aquatics,Swimming,200m butterfly,"GROSS, Michael",Men,FRG,West Germany,M,Gold
Seoul,1988,Aquatics,Swimming,200m butterfly,"MEAGHER, Mary T.",Women,USA,United States,W,Bronze
Seoul,1988,Aquatics,Swimming,50m freestyle,"STERKEL, Gillian Ann",Women,USA,United States,W,Bronze
Seoul,1988,Aquatics,Swimming,100m butterfly,"OTTO, Kristin",Women,GDR,East Germany,W,Gold
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"WEIGANG, Birte",Women,GDR,East Germany,W,Gold
Seoul,1988,Aquatics,Swimming,200m backstroke,"BALTRUSCH, Frank",Men,GDR,East Germany,M,Silver
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"GOSS, Donald Alexander",Men,CAN,Canada,M,Silver
Seoul,1988,Aquatics,Swimming,100m backstroke,"OTTO, Kristin",Women,GDR,East Germany,W,Gold
Seoul,1988,Aquatics,Swimming,200m breaststroke,"LOPEZ MIRO, Sergio",Men,ESP,Spain,M,Bronze
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"TKASHENKO, Vladimir",Men,URS,Soviet Union,M,Silver
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"JAGER, Thomas Michael",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"PRIGODA, Guennadi",Men,URS,Soviet Union,M,Bronze
Seoul,1988,Aquatics,Swimming,200m individual medley,"YAROSHCHUK, Vadim",Men,URS,Soviet Union,M,Bronze
Seoul,1988,Aquatics,Swimming,200m freestyle,"POLL AHRENS, Silvia",Women,CRC,Costa Rica,W,Silver
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"WAYTE, Mary Alice",Women,USA,United States,W,Bronze
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"EVSEEV, Nikolai",Men,URS,Soviet Union,M,Silver
Seoul,1988,Aquatics,Swimming,4x200m freestyle relay,"HOCHSTEIN, Erik",Men,FRG,West Germany,M,Bronze
Seoul,1988,Aquatics,Swimming,100m breaststroke,"VOLKOV, Dmitri",Men,URS,Soviet Union,M,Bronze
Seoul,1988,Aquatics,Swimming,200m individual medley,"DENDEBEROVA, Elena",Women,URS,Soviet Union,W,Silver
Seoul,1988,Aquatics,Swimming,200m freestyle,"HOLMERTZ, Anders",Men,SWE,Sweden,M,Silver
Seoul,1988,Aquatics,Swimming,200m individual medley,"DARNYI, Tamas",Men,HUN,Hungary,M,Gold
Seoul,1988,Aquatics,Swimming,400m individual medley,"HUNGER, Daniela",Women,GDR,East Germany,W,Bronze
Seoul,1988,Aquatics,Swimming,50m freestyle,"YANG, Wenyi",Women,CHN,China,W,Silver
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"BARR, Elizabeth Cynthia",Women,USA,United States,W,Silver
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"DAVIS, Victor",Men,CAN,Canada,M,Silver
Seoul,1988,Aquatics,Swimming,400m freestyle,"WOJDAT, Artur",Men,POL,Poland,M,Bronze
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"MUIS, Marianne",Women,NED,Netherlands,W,Silver
Seoul,1988,Aquatics,Swimming,100m freestyle,"ZHUANG, Yong",Women,CHN,China,W,Silver
Seoul,1988,Aquatics,Swimming,200m backstroke,"ZIMMERMANN, Kathrin",Women,GDR,East Germany,W,Silver
Seoul,1988,Aquatics,Swimming,4x100m medley relay,"BIONDI, Matthew",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"STELLMACH, Manuela",Women,GDR,East Germany,W,Gold
Seoul,1988,Aquatics,Swimming,100m breaststroke,"BOGOMILOVA-DANGALAKOVA, Tania",Women,BUL,Bulgaria,W,Gold
Seoul,1988,Aquatics,Swimming,200m individual medley,"HUNGER, Daniela",Women,GDR,East Germany,W,Gold
Seoul,1988,Aquatics,Swimming,400m freestyle,"EVANS, Janet",Women,USA,United States,W,Gold
Seoul,1988,Aquatics,Swimming,400m freestyle,"FRIEDRICH, Heike",Women,GDR,East Germany,W,Silver
Seoul,1988,Aquatics,Swimming,4x200m freestyle relay,"BIONDI, Matthew",Men,USA,United States,M,Gold
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"VAN BENTUM, Conny",Women,NED,Netherlands,W,Silver
Seoul,1988,Aquatics,Swimming,4x200m freestyle relay,"DASSLER, Uwe",Men,GDR,East Germany,M,Silver
Seoul,1988,Aquatics,Swimming,200m backstroke,"POLYANSKI, Igor",Men,URS,Soviet Union,M,Gold
Seoul,1988,Aquatics,Swimming,4x100m freestyle relay,"BRIENESSE, Karin",Women,NED,Netherlands,W,Silver
Seoul,1988,Aquatics,Swimming,200m breaststroke,"GILLINGHAM, Nick",Men,GBR,United Kingdom,M,Silver
Seoul,1988,Aquatics,Swimming,100m butterfly,"BIONDI, Matthew",Men,USA,United States,M,Silver
Seoul,1988,Aquatics,Swimming,100m breaststroke,"HÖRNER, Silke",Women,GDR,East Germany,W,Bronze
Seoul,1988,Aquatics,Swimming,400m individual medley,"EVANS, Janet",Women,USA,United States,W,Gold
